WITTCASE NUMBER: HA003253
SAMPLE NUMBER:   16
TIME RESOLUTION: 4 ms/sample
mmHg RESOLUTION: 0.0203458 mmHg/unit
DATA UNITS:      mmHg, mmHg/sec

------------------------- Begin Data -------------------------
  RV     	  RV'		  AO     	  AO'		
 35.26   	  30.52		 73.94   	 305.19		
 35.38   	  25.43		 75.16   	 274.67		
 35.48   	  15.26		 76.26   	 249.24		
 35.54   	  15.26		 77.25   	 249.24		
 35.61   	  15.26		 78.25   	 259.41		
 35.67   	  15.26		 79.29   	 279.75		
 35.73   	  15.26		 80.41   	 300.10		
 35.79   	   5.09		 81.61   	 330.62		
 35.81   	  -5.09		 82.93   	 350.97		
 35.79   	  -5.09		 84.33   	 376.40		
 35.77   	   0.00		 85.84   	 391.66		
 35.77   	  -5.09		 87.41   	 396.74		
 35.75   	   0.00		 88.99   	 391.66		
 35.75   	  -5.09		 90.56   	 381.48		
 35.73   	 -10.17		 92.09   	 356.05		
 35.69   	 -10.17		 93.51   	 330.62		
 35.65   	 -10.17		 94.83   	 289.93		
 35.61   	 -15.26		 95.99   	 244.15		
 35.54   	 -15.26		 96.97   	 203.46		
 35.48   	 -20.35		 97.78   	 152.59		
 35.40   	 -15.26		 98.39   	 106.82		
 35.34   	 -15.26		 98.82   	  61.04		
 35.28   	 -15.26		 99.06   	  25.43		
 35.22   	 -25.43		 99.17   	 -20.35		
 35.12   	 -20.35		 99.08   	 -50.86		
 35.04   	 -25.43		 98.88   	 -66.12		
 34.93   	 -30.52		 98.62   	 -76.30		
 34.81   	 -35.61		 98.31   	 -96.64		
 34.67   	 -45.78		 97.92   	-111.90		
 34.49   	 -55.95		 97.48   	-116.99		
 34.26   	 -61.04		 97.01   	-122.07		
 34.02   	 -71.21		 96.52   	-127.16		
 33.73   	 -86.47		 96.01   	-122.07		
 33.39   	-111.90		 95.52   	-132.25		
 32.94   	-137.33		 94.99   	-127.16		
 32.39   	-157.68		 94.49   	-127.16		
 31.76   	-172.94		 93.98   	-116.99		
 31.07   	-172.94		 93.51   	-122.07		
 30.38   	-183.11		 93.02   	-122.07		
 29.64   	-203.46		 92.53   	-106.82		
 28.83   	-223.80		 92.11   	 -96.64		
 27.93   	-254.32		 91.72   	 -91.56		
 26.92   	-279.75		 91.35   	-101.73		
 25.80   	-300.10		 90.95   	-106.82		
 24.60   	-310.27		 90.52   	-106.82		
 23.36   	-310.27		 90.09   	-101.73		
 22.12   	-315.36		 89.68   	-111.90		
 20.85   	-310.27		 89.24   	-127.16		
 19.61   	-320.45		 88.73   	-132.25		
 18.33   	-305.19		 88.20   	-132.25		
 17.11   	-300.10		 87.67   	-137.33		
 15.91   	-279.75		 87.12   	-152.59		
 14.79   	-264.50		 86.51   	-172.94		
 13.73   	-254.32		 85.82   	-178.03		
 12.72   	-233.98		 85.11   	-178.03		
 11.78   	-213.63		 84.39   	-172.94		
 10.93   	-198.37		 83.70   	-178.03		
 10.13   	-188.20		 82.99   	-188.20		
  9.38   	-167.85		 82.24   	-193.29		
  8.71   	-142.42		 81.46   	-188.20		
  8.14   	-116.99		 80.71   	-178.03		
  7.67   	-101.73		 80.00   	-167.85		
  7.26   	 -91.56		 79.33   	-172.94		
  6.90   	 -81.38		 78.64   	-167.85		
  6.57   	 -61.04		 77.97   	-162.77		
  6.33   	 -35.61		 77.31   	-142.42		
  6.19   	 -10.17		 76.74   	-127.16		
  6.14   	  -5.09		 76.24   	-111.90		
  6.12   	   0.00		 75.79   	-122.07		
  6.12   	   0.00		 75.30   	-122.07		
  6.12   	   5.09		 74.81   	-116.99		
  6.14   	  25.43		 74.34   	-111.90		
  6.25   	  30.52		 73.90   	-106.82		
  6.37   	  40.69		 73.47   	-111.90		
  6.53   	  40.69		 73.02   	-106.82		
  6.69   	  35.61		 72.59   	-101.73		
  6.84   	  50.86		 72.19   	 -96.64		
  7.04   	  50.86		 71.80   	-101.73		
  7.24   	  55.95		 71.39   	-101.73		
  7.47   	  55.95		 70.99   	-101.73		
  7.69   	  61.04		 70.58   	 -86.47		
  7.93   	  61.04		 70.23   	 -86.47		
  8.18   	  50.86		 69.89   	 -76.30		
  8.38   	  45.78		 69.58   	 -76.30		
  8.57   	  40.69		 69.28   	 -66.12		
  8.73   	  25.43		 69.01   	 -66.12		
  8.83   	  25.43		 68.75   	 -71.21		
  8.93   	  20.35		 68.46   	 -71.21		
  9.01   	  20.35		 68.18   	 -61.04		
  9.09   	   0.00		 67.93   	 -45.78		
  9.09   	 -10.17		 67.75   	 -45.78		
  9.05   	 -30.52		 67.57   	 -45.78		
  8.93   	 -40.69		 67.39   	 -55.95		
  8.77   	 -35.61		 67.16   	 -50.86		
  8.63   	 -25.43		 66.96   	 -35.61		
  8.52   	 -15.26		 66.82   	 -40.69		
  8.46   	 -25.43		 66.65   	 -45.78		
  8.36   	 -25.43		 66.47   	 -50.86		
  8.26   	 -20.35		 66.27   	 -55.95		
  8.18   	 -10.17		 66.04   	 -45.78		
  8.14   	   0.00		 65.86   	 -45.78		
  8.14   	   5.09		 65.68   	 -45.78		
  8.16   	  10.17		 65.49   	 -50.86		
  8.20   	  15.26		 65.29   	 -45.78		
  8.26   	  30.52		 65.11   	 -45.78		
  8.38   	  40.69		 64.92   	 -40.69		
  8.55   	  45.78		 64.76   	 -35.61		
  8.73   	  45.78		 64.62   	 -40.69		
  8.91   	  45.78		 64.46   	 -35.61		
  9.09   	  45.78		 64.31   	 -40.69		
  9.28   	  55.95		 64.15   	 -25.43		
  9.50   	  61.04		 64.05   	 -20.35		
  9.75   	  61.04		 63.97   	 -15.26		
