WITTCASE NUMBER: HA003206
SAMPLE NUMBER:   16
TIME RESOLUTION: 4 ms/sample
mmHg RESOLUTION: 0.0203458 mmHg/unit
DATA UNITS:      mmHg, mmHg/sec

------------------------- Begin Data -------------------------
  RV     	  RV'		  RFA     	  RFA'		
 36.76   	 274.67		 61.61   	 -25.43		
 37.86   	 239.06		 61.51   	 -25.43		
 38.82   	 208.54		 61.40   	 -25.43		
 39.65   	 178.03		 61.30   	 -30.52		
 40.37   	 157.68		 61.18   	 -30.52		
 41.00   	 137.33		 61.06   	 -30.52		
 41.55   	 116.99		 60.94   	 -35.61		
 42.01   	 101.73		 60.79   	 -35.61		
 42.42   	  91.56		 60.65   	 -35.61		
 42.79   	  81.38		 60.51   	 -40.69		
 43.11   	  71.21		 60.35   	 -35.61		
 43.40   	  55.95		 60.20   	 -40.69		
 43.62   	  50.86		 60.04   	 -30.52		
 43.82   	  50.86		 59.92   	 -30.52		
 44.03   	  45.78		 59.80   	 -20.35		
 44.21   	  40.69		 59.71   	 -15.26		
 44.37   	  40.69		 59.65   	  -5.09		
 44.54   	  40.69		 59.63   	  20.35		
 44.70   	  30.52		 59.71   	  61.04		
 44.82   	  25.43		 59.96   	 127.16		
 44.92   	  25.43		 60.47   	 213.63		
 45.03   	  20.35		 61.32   	 330.62		
 45.11   	  20.35		 62.64   	 447.61		
 45.19   	  20.35		 64.44   	 554.42		
 45.27   	  10.17		 66.65   	 620.55		
 45.31   	   5.09		 69.14   	 651.07		
 45.33   	   5.09		 71.74   	 635.81		
 45.35   	  -5.09		 74.28   	 584.94		
 45.33   	 -15.26		 76.62   	 534.08		
 45.27   	 -15.26		 78.76   	 467.95		
 45.21   	 -20.35		 80.63   	 417.09		
 45.13   	 -30.52		 82.30   	 376.40		
 45.00   	 -35.61		 83.80   	 350.97		
 44.86   	 -40.69		 85.21   	 335.71		
 44.70   	 -50.86		 86.55   	 335.71		
 44.50   	 -55.95		 87.89   	 330.62		
 44.27   	 -61.04		 89.22   	 330.62		
 44.03   	 -66.12		 90.54   	 325.53		
 43.76   	 -71.21		 91.84   	 325.53		
 43.48   	 -66.12		 93.14   	 305.19		
 43.21   	 -76.30		 94.36   	 295.01		
 42.91   	 -76.30		 95.54   	 279.75		
 42.60   	 -81.38		 96.66   	 254.32		
 42.28   	 -81.38		 97.68   	 239.06		
 41.95   	 -76.30		 98.64   	 223.80		
 41.65   	 -81.38		 99.53   	 208.54		
 41.32   	 -76.30		100.37   	 193.29		
 41.02   	 -81.38		101.14   	 178.03		
 40.69   	 -76.30		101.85   	 172.94		
 40.39   	 -81.38		102.54   	 152.59		
 40.06   	 -76.30		103.15   	 142.42		
 39.76   	 -76.30		103.72   	 122.07		
 39.45   	 -76.30		104.21   	 116.99		
 39.15   	 -76.30		104.68   	  96.64		
 38.84   	 -76.30		105.07   	  81.38		
 38.53   	 -71.21		105.39   	  66.12		
 38.25   	 -61.04		105.66   	  45.78		
 38.01   	 -61.04		105.84   	  30.52		
 37.76   	 -66.12		105.96   	  20.35		
 37.50   	 -66.12		106.04   	   5.09		
 37.23   	 -66.12		106.06(S)	  -5.09		
 36.97   	 -71.21		106.04   	 -20.35		
 36.68   	 -71.21		105.96   	 -25.43		
 36.40   	 -81.38		105.86   	 -35.61		
 36.07   	 -91.56		105.72   	 -40.69		
 35.71   	 -96.64		105.55   	 -55.95		
 35.32   	-116.99		105.33   	 -55.95		
 34.85   	-127.16		105.11   	 -66.12		
 34.34   	-147.51		104.84   	 -76.30		
 33.75   	-162.77		104.54   	 -86.47		
 33.10   	-188.20		104.19   	 -91.56		
 32.35   	-203.46		103.82   	 -96.64		
 31.54   	-213.63		103.44   	-101.73		
 30.68   	-239.06		103.03   	-101.73		
 29.73   	-264.50		102.62   	-111.90		
 28.67   	-289.93		102.18   	-116.99		
 27.51   	-300.10		101.71   	-122.07		
 26.31   	-305.19		101.22   	-122.07		
 25.09   	-310.27		100.73   	-122.07		
 23.85   	-305.19		100.24   	-132.25		
 22.62   	-315.36		 99.71   	-132.25		
 21.36   	-315.36		 99.19   	-137.33		
 20.10   	-310.27		 98.64   	-137.33		
 18.86   	-305.19		 98.09   	-142.42		
 17.64   	-305.19		 97.52   	-142.42		
 16.42   	-300.10		 96.95   	-152.59		
 15.22   	-289.93		 96.34   	-157.68		
 14.06   	-289.93		 95.71   	-162.77		
 12.90   	-284.84		 95.06   	-178.03		
 11.76   	-279.75		 94.34   	-178.03		
 10.64   	-269.58		 93.63   	-193.29		
  9.56   	-244.15		 92.86   	-198.37		
  8.59   	-228.89		 92.06   	-208.54		
  7.67   	-208.54		 91.23   	-208.54		
  6.84   	-193.29		 90.40   	-213.63		
  6.06   	-172.94		 89.54   	-208.54		
  5.37   	-152.59		 88.71   	-203.46		
  4.76   	-127.16		 87.89   	-188.20		
  4.25   	-101.73		 87.14   	-172.94		
  3.85   	 -76.30		 86.45   	-157.68		
  3.54   	 -45.78		 85.82   	-132.25		
  3.36   	 -20.35		 85.29   	-116.99		
  3.28   	   0.00		 84.82   	-101.73		
  3.28   	  20.35		 84.41   	 -96.64		
  3.36   	  40.69		 84.03   	 -81.38		
  3.52   	  55.95		 83.70   	 -76.30		
  3.74   	  66.12		 83.40   	 -71.21		
  4.01   	  76.30		 83.11   	 -71.21		
  4.31   	  81.38		 82.83   	 -71.21		
  4.64   	  81.38		 82.54   	 -66.12		
  4.96   	  76.30		 82.28   	 -66.12		
  5.27   	  66.12		 82.01   	 -61.04		
  5.53   	  50.86		 81.77   	 -61.04		
  5.74   	  40.69		 81.53   	 -55.95		
  5.90   	  30.52		 81.30   	 -45.78		
  6.02   	  30.52		 81.12   	 -40.69		
  6.14   	  20.35		 80.96   	 -35.61		
  6.23   	  20.35		 80.81   	 -30.52		
  6.31   	  15.26		 80.69   	 -25.43		
  6.37   	  15.26		 80.59   	 -20.35		
  6.43   	  15.26		 80.51   	 -15.26		
  6.49   	  25.43		 80.45   	 -15.26		
  6.59   	  25.43		 80.39   	 -10.17		
  6.69   	  35.61		 80.35   	  -5.09		
  6.84   	  50.86		 80.33   	  -5.09		
  7.04   	  50.86		 80.30   	  -5.09		
  7.24   	  55.95		 80.28   	 -10.17		
  7.47   	  61.04		 80.24   	  -5.09		
  7.71   	  71.21		 80.22   	 -10.17		
  8.00   	  76.30		 80.18   	  -5.09		
  8.30   	  81.38		 80.16   	  -5.09		
  8.63   	  86.47		 80.14   	 -10.17		
  8.97   	  76.30		 80.10   	  -5.09		
  9.28   	  76.30		 80.08   	 -10.17		
  9.58   	  66.12		 80.04   	  -5.09		
  9.85   	  55.95		 80.02   	 -10.17		
 10.07   	  45.78		 79.98   	 -10.17		
 10.25   	  30.52		 79.94   	 -15.26		
 10.38   	  15.26		 79.88   	 -15.26		
 10.44   	   5.09		 79.82   	 -15.26		
 10.46   	 -10.17		 79.76   	 -20.35		
 10.42   	 -20.35		 79.67   	 -15.26		
 10.34   	 -25.43		 79.61   	 -20.35		
 10.23   	 -30.52		 79.53   	 -25.43		
 10.11   	 -35.61		 79.43   	 -20.35		
