WITTCASE NUMBER: HA002111
SAMPLE NUMBER:   11
TIME RESOLUTION: 4 ms/sample
mmHg RESOLUTION: 0.0203458 mmHg/unit
DATA UNITS:      mmHg, mmHg/sec

------------------------- Begin Data -------------------------
  MPA     	  MPA'		  RFA     	  RFA'		
 19.82   	 478.13		 53.65   	  20.35		
 21.73   	 432.35		 53.73   	  15.26		
 23.46   	 376.40		 53.79   	  20.35		
 24.96   	 320.45		 53.88   	  15.26		
 26.25   	 269.58		 53.94   	  15.26		
 27.32   	 213.63		 54.00   	   5.09		
 28.18   	 157.68		 54.02   	   0.00		
 28.81   	 116.99		 54.02   	  -5.09		
 29.28   	 106.82		 54.00   	   0.00		
 29.70   	 101.73		 54.00   	   5.09		
 30.11   	  96.64		 54.02   	   5.09		
 30.50   	  91.56		 54.04   	  15.26		
 30.86   	  96.64		 54.10   	  10.17		
 31.25   	 101.73		 54.14   	   5.09		
 31.66   	 106.82		 54.16   	   0.00		
 32.09   	 106.82		 54.16   	  -5.09		
 32.51   	 106.82		 54.14   	 -15.26		
 32.94   	  96.64		 54.08   	 -15.26		
 33.33   	  96.64		 54.02   	 -15.26		
 33.71   	  86.47		 53.96   	  -5.09		
 34.06   	  71.21		 53.94   	  -5.09		
 34.34   	  66.12		 53.92   	   5.09		
 34.61   	  55.95		 53.94   	  20.35		
 34.83   	  40.69		 54.02   	  20.35		
 34.99   	  15.26		 54.10   	  30.52		
 35.06   	  -5.09		 54.22   	  40.69		
 35.04   	 -10.17		 54.38   	  76.30		
 34.99   	  -5.09		 54.69   	 127.16		
 34.97   	   5.09		 55.20   	 203.46		
 34.99   	   5.09		 56.01   	 305.19		
 35.02   	  15.26		 57.23   	 401.83		
 35.08   	  30.52		 58.84   	 467.95		
 35.20   	  25.43		 60.71   	 488.30		
 35.30   	  20.35		 62.67   	 457.78		
 35.38   	   5.09		 64.50   	 406.92		
 35.40   	   5.09		 66.12   	 345.88		
 35.42   	   0.00		 67.51   	 295.01		
 35.42   	 -10.17		 68.69   	 259.41		
 35.38   	 -15.26		 69.73   	 254.32		
 35.32   	 -25.43		 70.74   	 259.41		
 35.22   	 -25.43		 71.78   	 274.67		
 35.12   	 -20.35		 72.88   	 284.84		
 35.04   	 -20.35		 74.02   	 284.84		
 34.95   	 -10.17		 75.16   	 274.67		
 34.91   	 -10.17		 76.26   	 259.41		
 34.87   	 -10.17		 77.29   	 239.06		
 34.83   	 -10.17		 78.25   	 228.89		
 34.79   	 -35.61		 79.17   	 233.98		
 34.65   	 -45.78		 80.10   	 228.89		
 34.47   	 -50.86		 81.02   	 233.98		
 34.26   	 -50.86		 81.95   	 228.89		
 34.06   	 -45.78		 82.87   	 228.89		
 33.88   	 -50.86		 83.78   	 213.63		
 33.67   	 -40.69		 84.64   	 208.54		
 33.51   	 -40.69		 85.47   	 198.37		
 33.35   	 -35.61		 86.27   	 183.11		
 33.20   	 -40.69		 87.00   	 167.85		
 33.04   	 -35.61		 87.67   	 157.68		
 32.90   	 -40.69		 88.30   	 142.42		
 32.74   	 -40.69		 88.87   	 132.25		
 32.57   	 -35.61		 89.40   	 116.99		
 32.43   	 -35.61		 89.87   	 101.73		
 32.29   	 -40.69		 90.27   	  91.56		
 32.13   	 -45.78		 90.64   	  76.30		
 31.94   	 -45.78		 90.95   	  50.86		
 31.76   	 -55.95		 91.15   	  30.52		
 31.54   	 -61.04		 91.27(S)	   0.00		
 31.29   	 -76.30		 91.27   	 -15.26		
 30.99   	 -81.38		 91.21   	 -25.43		
 30.66   	-106.82		 91.11   	 -25.43		
 30.23   	-116.99		 91.01   	 -35.61		
 29.77   	-116.99		 90.86   	 -35.61		
 29.30   	-127.16		 90.72   	 -61.04		
 28.79   	-147.51		 90.48   	 -76.30		
 28.20   	-167.85		 90.17   	 -86.47		
 27.53   	-172.94		 89.83   	 -96.64		
 26.84   	-172.94		 89.44   	 -96.64		
 26.14   	-178.03		 89.05   	-106.82		
 25.43   	-193.29		 88.63   	-106.82		
 24.66   	-213.63		 88.20   	-111.90		
 23.80   	-213.63		 87.75   	-116.99		
 22.95   	-203.46		 87.28   	-122.07		
 22.14   	-198.37		 86.80   	-127.16		
 21.34   	-183.11		 86.29   	-132.25		
 20.61   	-152.59		 85.76   	-137.33		
 20.00   	-106.82		 85.21   	-142.42		
 19.57   	 -50.86		 84.64   	-152.59		
 19.37   	  15.26		 84.03   	-152.59		
 19.43   	  81.38		 83.42   	-167.85		
 19.76   	 132.25		 82.75   	-167.85		
 20.28   	 167.85		 82.07   	-178.03		
 20.96   	 178.03		 81.36   	-183.11		
 21.67   	 183.11		 80.63   	-188.20		
 22.40   	 193.29		 79.88   	-183.11		
 23.17   	 203.46		 79.15   	-183.11		
 23.99   	 183.11		 78.41   	-172.94		
 24.72   	 157.68		 77.72   	-167.85		
 25.35   	 106.82		 77.05   	-162.77		
 25.78   	  76.30		 76.40   	-147.51		
 26.08   	  45.78		 75.81   	-137.33		
 26.27   	  15.26		 75.26   	-127.16		
 26.33   	 -10.17		 74.75   	-122.07		
 26.29   	 -30.52		 74.26   	-116.99		
 26.16   	 -40.69		 73.79   	-111.90		
 26.00   	 -55.95		 73.35   	-111.90		
 25.78   	 -61.04		 72.90   	-111.90		
 25.53   	 -71.21		 72.45   	-111.90		
 25.25   	 -76.30		 72.00   	-106.82		
 24.94   	 -81.38		 71.58   	-106.82		
 24.62   	 -91.56		 71.15   	-101.73		
 24.25   	 -91.56		 70.74   	-101.73		
 23.89   	 -96.64		 70.34   	 -96.64		
 23.50   	 -91.56		 69.95   	 -86.47		
 23.13   	-101.73		 69.60   	 -86.47		
 22.73   	 -96.64		 69.26   	 -76.30		
 22.34   	-106.82		 68.95   	 -76.30		
 21.91   	-116.99		 68.65   	 -71.21		
 21.44   	-122.07		 68.36   	 -76.30		
 20.96   	-127.16		 68.06   	 -71.21		
 20.45   	-122.07		 67.77   	 -71.21		
 19.96   	-122.07		 67.49   	 -71.21		
 19.47   	-116.99		 67.20   	 -71.21		
 19.00   	-106.82		 66.92   	 -76.30		
 18.58   	 -96.64		 66.61   	 -76.30		
 18.19   	 -76.30		 66.31   	 -71.21		
 17.88   	 -61.04		 66.02   	 -76.30		
 17.64   	 -40.69		 65.72   	 -71.21		
 17.48   	 -35.61		 65.43   	 -71.21		
 17.33   	 -25.43		 65.15   	 -66.12		
 17.23   	 -15.26		 64.88   	 -61.04		
 17.17   	 -10.17		 64.64   	 -61.04		
 17.13   	 -10.17		 64.39   	 -55.95		
 17.09   	  -5.09		 64.17   	 -55.95		
 17.07   	  -5.09		 63.95   	 -50.86		
 17.05   	 -10.17		 63.74   	 -50.86		
 17.01   	 -20.35		 63.54   	 -50.86		
 16.93   	 -25.43		 63.34   	 -50.86		
 16.83   	 -25.43		 63.13   	 -50.86		
 16.72   	 -35.61		 62.93   	 -45.78		
 16.58   	 -35.61		 62.75   	 -45.78		
 16.44   	 -45.78		 62.56   	 -40.69		
 16.26   	 -45.78		 62.40   	 -40.69		
 16.07   	 -40.69		 62.24   	 -40.69		
 15.91   	 -45.78		 62.08   	 -40.69		
 15.73   	 -45.78		 61.91   	 -45.78		
 15.54   	 -40.69		 61.73   	 -50.86		
 15.38   	 -35.61		 61.53   	 -45.78		
 15.24   	 -35.61		 61.34   	 -45.78		
 15.10   	 -30.52		 61.16   	 -40.69		
 14.97   	 -30.52		 61.00   	 -45.78		
 14.85   	 -25.43		 60.81   	 -35.61		
 14.75   	 -25.43		 60.67   	 -40.69		
 14.65   	 -20.35		 60.51   	 -35.61		
 14.57   	 -20.35		 60.37   	 -40.69		
 14.49   	 -20.35		 60.20   	 -35.61		
 14.40   	 -20.35		 60.06   	 -40.69		
 14.32   	 -20.35		 59.90   	 -40.69		
 14.24   	 -30.52		 59.74   	 -40.69		
 14.12   	 -25.43		 59.57   	 -40.69		
 14.02   	 -30.52		 59.41   	 -35.61		
 13.90   	 -35.61		 59.27   	 -30.52		
 13.75   	 -35.61		 59.15   	 -30.52		
 13.61   	 -35.61		 59.02   	 -35.61		
 13.47   	 -40.69		 58.88   	 -25.43		
 13.31   	 -35.61		 58.78   	 -30.52		
 13.16   	 -35.61		 58.66   	 -30.52		
 13.02   	 -40.69		 58.53   	 -30.52		
 12.86   	 -35.61		 58.41   	 -35.61		
 12.72   	 -35.61		 58.27   	 -35.61		
 12.57   	 -35.61		 58.13   	 -35.61		
 12.43   	 -40.69		 57.99   	 -35.61		
 12.27   	 -30.52		 57.84   	 -35.61		
 12.15   	 -35.61		 57.70   	 -35.61		
 12.00   	 -25.43		 57.56   	 -30.52		
 11.90   	 -25.43		 57.44   	 -25.43		
 11.80   	 -15.26		 57.33   	 -25.43		
 11.74   	  -5.09		 57.23   	 -20.35		
 11.72   	   0.00		 57.15   	 -25.43		
 11.72   	   0.00		 57.05   	 -30.52		
 11.72   	  10.17		 56.93   	 -30.52		
 11.76   	  10.17		 56.81   	 -30.52		
 11.80   	  10.17		 56.68   	 -30.52		
 11.84   	   5.09		 56.56   	 -30.52		
 11.86   	   5.09		 56.44   	 -20.35		
 11.88   	   0.00		 56.36   	 -15.26		
 11.88   	   5.09		 56.30   	 -10.17		
 11.90   	  -5.09		 56.26   	 -15.26		
 11.88   	 -10.17		 56.20   	 -15.26		
 11.84   	 -15.26		 56.13   	 -25.43		
 11.78   	 -30.52		 56.03   	 -25.43		
 11.66   	 -30.52		 55.93   	 -30.52		
 11.54   	 -30.52		 55.81   	 -25.43		
 11.41   	 -30.52		 55.71   	 -25.43		
 11.29   	 -20.35		 55.61   	 -25.43		
 11.21   	 -15.26		 55.50   	 -20.35		
 11.15   	 -15.26		 55.42   	 -20.35		
 11.09   	  -5.09		 55.34   	 -20.35		
 11.07   	  -5.09		 55.26   	 -25.43		
 11.05   	  -5.09		 55.16   	 -25.43		
 11.03   	  -5.09		 55.06   	 -25.43		
 11.01   	 -10.17		 54.95   	 -25.43		
 10.97   	   0.00		 54.85   	 -20.35		
 10.97   	  -5.09		 54.77   	 -20.35		
 10.95   	   0.00		 54.69   	 -15.26		
 10.95   	   0.00		 54.63   	 -20.35		
 10.95   	  -5.09		 54.55   	 -20.35		
 10.93   	 -20.35		 54.47   	 -20.35		
 10.84   	 -25.43		 54.38   	 -20.35		
 10.74   	 -30.52		 54.30   	 -20.35		
 10.62   	 -20.35		 54.22   	 -20.35		
 10.54   	 -15.26		 54.14   	 -20.35		
 10.48   	   0.00		 54.06   	 -15.26		
 10.48   	  40.69		 54.00   	 -10.17		
 10.64   	  96.64		 53.96   	 -15.26		
 11.03   	 127.16		 53.90   	 -20.35		
 11.54   	 178.03		 53.81   	 -25.43		
 12.25   	 218.72		 53.71   	 -20.35		
 13.12   	 228.89		 53.63   	 -25.43		
 14.04   	 218.72		 53.53   	 -15.26		
 14.91   	 193.29		 53.47   	 -15.26		
 15.69   	 178.03		 53.41   	  -5.09		
 16.40   	 172.94		 53.39   	 -10.17		
 17.09   	 167.85		 53.35   	 -10.17		
 17.76   	 167.85		 53.31   	  -5.09		
 18.43   	 183.11		 53.29   	 -15.26		
 19.17   	 208.54		 53.22   	 -15.26		
 20.00   	 244.15		 53.16   	 -15.26		
 20.98   	 264.50		 53.10   	 -15.26		
 22.03   	 269.58		 53.04   	 -15.26		
 23.11   	 259.41		 52.98   	 -10.17		
 24.15   	 244.15		 52.94   	 -10.17		
 25.13   	 223.80		 52.90   	 -15.26		
 26.02   	 203.46		 52.84   	 -15.26		
 26.84   	 193.29		 52.78   	 -20.35		
 27.61   	 178.03		 52.70   	 -25.43		
