WITTCASE NUMBER: HA003358
SAMPLE NUMBER:   21
TIME RESOLUTION: 4 ms/sample
mmHg RESOLUTION: 0.0203458 mmHg/unit
DATA UNITS:      mmHg, mmHg/sec

------------------------- Begin Data -------------------------
  RV     	  RV'		  RFA     	  RFA'		
 18.47   	-330.62		 69.54   	-142.42		
 17.15   	-305.19		 68.97   	-147.51		
 15.93   	-269.58		 68.38   	-142.42		
 14.85   	-218.72		 67.81   	-132.25		
 13.98   	-188.20		 67.28   	-132.25		
 13.22   	-162.77		 66.75   	-122.07		
 12.57   	-152.59		 66.27   	-111.90		
 11.96   	-142.42		 65.82   	-101.73		
 11.39   	-122.07		 65.41   	-101.73		
 10.91   	-106.82		 65.00   	-101.73		
 10.48   	 -76.30		 64.60   	 -91.56		
 10.17   	 -55.95		 64.23   	 -91.56		
  9.95   	 -35.61		 63.87   	 -91.56		
  9.81   	 -10.17		 63.50   	 -86.47		
  9.77   	  10.17		 63.15   	 -86.47		
  9.81   	  25.43		 62.81   	 -96.64		
  9.91   	  30.52		 62.42   	 -96.64		
 10.03   	  30.52		 62.03   	 -91.56		
 10.15   	  20.35		 61.67   	 -96.64		
 10.23   	  20.35		 61.28   	 -96.64		
 10.32   	  20.35		 60.89   	-101.73		
 10.40   	  15.26		 60.49   	 -91.56		
 10.46   	  25.43		 60.12   	 -86.47		
 10.56   	  20.35		 59.78   	 -81.38		
 10.64   	  15.26		 59.45   	 -76.30		
 10.70   	   5.09		 59.15   	 -71.21		
 10.72   	   5.09		 58.86   	 -66.12		
 10.74   	   0.00		 58.60   	 -71.21		
 10.74   	   5.09		 58.31   	 -66.12		
 10.76   	   5.09		 58.05   	 -66.12		
 10.78   	  15.26		 57.78   	 -66.12		
 10.84   	  15.26		 57.52   	 -66.12		
 10.91   	  25.43		 57.25   	 -71.21		
 11.01   	  25.43		 56.97   	 -66.12		
 11.11   	  35.61		 56.70   	 -55.95		
 11.25   	  45.78		 56.48   	 -55.95		
 11.43   	  45.78		 56.26   	 -50.86		
 11.62   	  40.69		 56.05   	 -50.86		
 11.78   	  40.69		 55.85   	 -55.95		
