WITTCASE NUMBER: HA002888
SAMPLE NUMBER:   2
TIME RESOLUTION: 4 ms/sample
mmHg RESOLUTION: 0.0203458 mmHg/unit
DATA UNITS:      mmHg, mmHg/sec

------------------------- Begin Data -------------------------
  RV     	  RV'		  RFA     	  RFA'		
  8.06   	 264.50		 66.39   	 -30.52		
  9.11   	 335.71		 66.27   	 -40.69		
 10.46   	 396.74		 66.10   	 -45.78		
 12.04   	 457.78		 65.92   	 -50.86		
 13.88   	 488.30		 65.72   	 -35.61		
 15.83   	 457.78		 65.57   	 -40.69		
 17.66   	 447.61		 65.41   	 -35.61		
 19.45   	 386.57		 65.27   	 -35.61		
 21.00   	 315.36		 65.13   	 -45.78		
 22.26   	 239.06		 64.94   	 -45.78		
 23.21   	 183.11		 64.76   	 -30.52		
 23.95   	 147.51		 64.64   	 -45.78		
 24.54   	 137.33		 64.46   	 -45.78		
 25.09   	 142.42		 64.27   	 -50.86		
 25.66   	 142.42		 64.07   	 -45.78		
 26.23   	 152.59		 63.89   	 -35.61		
 26.84   	 172.94		 63.74   	 -25.43		
 27.53   	 188.20		 63.64   	 -40.69		
 28.28   	 203.46		 63.48   	 -35.61		
 29.09   	 203.46		 63.34   	 -40.69		
 29.91   	 203.46		 63.17   	 -45.78		
 30.72   	 198.37		 62.99   	 -45.78		
 31.52   	 172.94		 62.81   	 -30.52		
 32.21   	 152.59		 62.69   	 -25.43		
 32.82   	 127.16		 62.58   	 -25.43		
 33.33   	  96.64		 62.48   	 -25.43		
 33.71   	  71.21		 62.38   	 -20.35		
 34.00   	  40.69		 62.30   	 -10.17		
 34.16   	  25.43		 62.26   	  10.17		
 34.26   	  10.17		 62.30   	  40.69		
 34.30   	   0.00		 62.46   	 101.73		
 34.30   	  -5.09		 62.87   	 325.53		
 34.28   	 -10.17		 64.17   	 447.61		
 34.24   	  -5.09		 65.96   	 554.42		
 34.22   	 -10.17		 68.18   	 640.89		
 34.18   	  -5.09		 70.74   	 661.24		
 34.16   	  -5.09		 73.39   	 630.72		
 34.14   	   0.00		 75.91   	 544.25		
 34.14   	   5.09		 78.09   	 432.35		
 34.16   	   0.00		 79.82   	 330.62		
 34.16   	   0.00		 81.14   	 259.41		
 34.16   	   0.00		 82.18   	 228.89		
 34.16   	   5.09		 83.09   	 244.15		
 34.18   	   5.09		 84.07   	 274.67		
 34.20   	   0.00		 85.17   	 305.19		
 34.20   	   0.00		 86.39   	 345.88		
 34.20   	   0.00		 87.77   	 381.48		
 34.20   	   0.00		 89.30   	 401.83		
 34.20   	  -5.09		 90.91   	 422.18		
 34.18   	   0.00		 92.59   	 442.52		
 34.18   	   5.09		 94.36   	 447.61		
 34.20   	  10.17		 96.15   	 447.61		
 34.24   	  15.26		 97.94   	 417.09		
 34.30   	  20.35		 99.61   	 371.31		
 34.38   	  20.35		101.10   	 330.62		
 34.47   	  20.35		102.42   	 315.36		
 34.55   	  20.35		103.68   	 295.01		
 34.63   	  10.17		104.86   	 269.58		
 34.67   	  10.17		105.94   	 249.24		
 34.71   	   5.09		106.94   	 228.89		
 34.73(S)	 -10.17		107.85   	 178.03		
 34.69   	 -20.35		108.57   	 142.42		
 34.61   	 -35.61		109.13   	 101.73		
 34.47   	 -50.86		109.54   	  55.95		
 34.26   	 -71.21		109.77   	  20.35		
 33.98   	 -91.56		109.85(S)	 -10.17		
 33.61   	-116.99		109.81   	 -35.61		
 33.14   	-147.51		109.66   	 -61.04		
 32.55   	-172.94		109.42   	 -81.38		
 31.86   	-198.37		109.09   	 -96.64		
 31.07   	-233.98		108.71   	-106.82		
 30.13   	-254.32		108.28   	-122.07		
 29.11   	-284.84		107.79   	-142.42		
 27.98   	-305.19		107.22   	-152.59		
 26.75   	-315.36		106.61   	-157.68		
 25.49   	-300.10		105.98   	-167.85		
 24.29   	-295.01		105.31   	-172.94		
 23.11   	-310.27		104.62   	-172.94		
 21.87   	-340.79		103.93   	-178.03		
 20.51   	-325.53		103.21   	-172.94		
 19.21   	-295.01		102.52   	-167.85		
 18.03   	-289.93		101.85   	-152.59		
 16.87   	-279.75		101.24   	-147.51		
 15.75   	-269.58		100.65   	-152.59		
 14.67   	-244.15		100.04   	-162.77		
 13.69   	-223.80		 99.39   	-162.77		
 12.80   	-213.63		 98.74   	-172.94		
 11.94   	-213.63		 98.05   	-188.20		
 11.09   	-198.37		 97.29   	-178.03		
 10.29   	-193.29		 96.58   	-172.94		
  9.52   	-183.11		 95.89   	-183.11		
  8.79   	-172.94		 95.16   	-183.11		
  8.10   	-172.94		 94.42   	-193.29		
  7.41   	-167.85		 93.65   	-208.54		
  6.73   	-147.51		 92.82   	-203.46		
  6.14   	-142.42		 92.00   	-198.37		
  5.57   	-122.07		 91.21   	-208.54		
  5.09   	-101.73		 90.38   	-203.46		
  4.68   	 -91.56		 89.56   	-203.46		
  4.31   	 -76.30		 88.75   	-203.46		
  4.01   	 -55.95		 87.93   	-188.20		
  3.78   	 -45.78		 87.18   	-178.03		
  3.60   	 -35.61		 86.47   	-183.11		
  3.46   	 -30.52		 85.74   	-167.85		
  3.34   	 -20.35		 85.07   	-147.51		
  3.26   	 -15.26		 84.48   	-137.33		
  3.19   	 -20.35		 83.93   	-127.16		
  3.11   	 -15.26		 83.42   	-127.16		
  3.05   	 -10.17		 82.91   	-147.51		
  3.01(D)	   0.00		 82.32   	-147.51		
  3.01   	   0.00		 81.73   	-142.42		
  3.01   	  15.26		 81.16   	-137.33		
  3.07   	  20.35		 80.61   	-122.07		
  3.15   	  25.43		 80.12   	-116.99		
  3.26   	  25.43		 79.65   	-111.90		
  3.36   	  30.52		 79.21   	-111.90		
  3.48   	  35.61		 78.76   	-111.90		
  3.62   	  30.52		 78.31   	-101.73		
  3.74   	  25.43		 77.90   	 -96.64		
  3.85   	  30.52		 77.52   	 -91.56		
  3.97   	  20.35		 77.15   	 -86.47		
  4.05   	  20.35		 76.81   	 -91.56		
  4.13   	  10.17		 76.44   	 -86.47		
  4.17   	  10.17		 76.09   	 -71.21		
  4.21   	  10.17		 75.81   	 -55.95		
  4.25   	   0.00		 75.58   	 -55.95		
  4.25   	   0.00		 75.36   	 -61.04		
  4.25   	   0.00		 75.12   	 -76.30		
  4.25   	   0.00		 74.81   	 -66.12		
  4.25   	   0.00		 74.55   	 -61.04		
  4.25   	  -5.09		 74.30   	 -45.78		
  4.23   	 -10.17		 74.12   	 -50.86		
  4.19   	 -10.17		 73.92   	 -45.78		
  4.15   	 -10.17		 73.73   	 -40.69		
  4.11   	 -10.17		 73.57   	 -45.78		
  4.07   	 -10.17		 73.39   	 -55.95		
  4.03   	  -5.09		 73.16   	 -55.95		
  4.01   	   5.09		 72.94   	 -35.61		
  4.03   	   5.09		 72.80   	 -35.61		
  4.05   	  10.17		 72.65   	 -30.52		
  4.09   	  15.26		 72.53   	 -40.69		
  4.15   	  20.35		 72.37   	 -40.69		
  4.23   	  20.35		 72.21   	 -35.61		
  4.31   	  25.43		 72.06   	 -35.61		
  4.42   	  20.35		 71.92   	 -45.78		
  4.50   	  25.43		 71.74   	 -35.61		
  4.60   	  20.35		 71.60   	 -20.35		
  4.68   	  20.35		 71.52   	 -15.26		
  4.76   	  20.35		 71.45   	 -15.26		
  4.84   	  15.26		 71.39   	 -35.61		
  4.90   	  15.26		 71.25   	 -35.61		
  4.96   	  15.26		 71.11   	 -30.52		
  5.03   	  15.26		 70.99   	 -35.61		
  5.09   	  15.26		 70.84   	 -45.78		
  5.15   	  15.26		 70.66   	 -40.69		
  5.21   	  10.17		 70.50   	 -40.69		
  5.25   	  20.35		 70.34   	 -35.61		
  5.33(E)	  15.26		 70.19   	 -45.78		
  5.39   	  10.17		 70.01   	 -35.61		
  5.43   	  15.26		 69.87   	 -35.61		
  5.49   	  15.26		 69.73   	 -50.86		
  5.55   	  10.17		 69.52   	 -50.86		
  5.60   	  10.17		 69.32   	 -50.86		
  5.64   	  20.35		 69.11   	 -40.69		
  5.72   	  20.35		 68.95   	 -40.69		
  5.80   	  20.35		 68.79   	 -40.69		
  5.88   	  20.35		 68.63   	 -30.52		
  5.96   	  25.43		 68.50   	 -35.61		
  6.06   	  30.52		 68.36   	 -40.69		
  6.19   	  35.61		 68.20   	 -45.78		
  6.33   	  35.61		 68.02   	 -50.86		
  6.47   	  40.69		 67.81   	 -40.69		
  6.63   	  45.78		 67.65   	 -30.52		
  6.82   	  76.30		 67.53   	 -35.61		
  7.12   	 132.25		 67.39   	 -35.61		
  7.65   	 213.63		 67.24   	 -40.69		
  8.50   	 284.84		 67.08   	 -45.78		
  9.64   	 340.79		 66.90   	 -45.78		
 11.01   	 391.66		 66.71   	 -40.69		
 12.57   	 432.35		 66.55   	 -35.61		
 14.30   	 427.26		 66.41   	 -35.61		
 16.01   	 406.92		 66.27   	 -45.78		
 17.64   	 396.74		 66.08   	 -50.86		
 19.23   	 340.79		 65.88   	 -45.78		
 20.59   	 254.32		 65.70   	 -35.61		
 21.61   	 188.20		 65.55   	 -40.69		
 22.36   	 178.03		 65.39   	 -45.78		
 23.07   	 178.03		 65.21   	 -35.61		
 23.78   	 178.03		 65.07   	 -35.61		
 24.50   	 178.03		 64.92   	 -40.69		
 25.21   	 172.94		 64.76   	 -40.69		
 25.90   	 178.03		 64.60   	 -35.61		
 26.61   	 172.94		 64.46   	 -45.78		
 27.30   	 183.11		 64.27   	 -66.12		
 28.04   	 188.20		 64.01   	 -45.78		
 28.79   	 172.94		 63.82   	 -30.52		
 29.48   	 167.85		 63.70   	 -40.69		
 30.15   	 152.59		 63.54   	 -30.52		
 30.76   	 152.59		 63.42   	 -35.61		
 31.37   	 132.25		 63.28   	 -25.43		
 31.90   	 111.90		 63.17(D)	   0.00		
 32.35   	  96.64		 63.17   	  30.52		
 32.74   	  71.21		 63.30   	  30.52		
 33.02   	  61.04		 63.42   	  10.17		
 33.27   	  50.86		 63.46   	   0.00		
 33.47   	  30.52		 63.46   	   5.09		
 33.59   	   0.00		 63.48   	 137.33		
 33.59   	  -5.09		 64.03   	 233.98		
 33.57   	   5.09		 64.96   	 361.14		
 33.59   	   0.00		 66.41   	 493.39		
 33.59   	  -5.09		 68.38   	 600.20		
 33.57   	  -5.09		 70.78   	 645.98		
 33.55   	  10.17		 73.37   	 635.81		
 33.59   	  20.35		 75.91   	 554.42		
 33.67   	   5.09		 78.13   	 427.26		
 33.69   	  -5.09		 79.84   	 330.62		
 33.67   	  -5.09		 81.16   	 279.75		
 33.65   	  -5.09		 82.28   	 254.32		
 33.63   	  -5.09		 83.30   	 264.50		
 33.61   	 -15.26		 84.35   	 269.58		
 33.55   	 -10.17		 85.43   	 305.19		
 33.51   	  -5.09		 86.65   	 335.71		
 33.49   	   5.09		 88.00   	 366.22		
 33.51   	  10.17		 89.46   	 396.74		
 33.55   	  20.35		 91.05   	 422.18		
 33.63   	  20.35		 92.74   	 437.43		
 33.71   	  30.52		 94.49   	 427.26		
 33.84   	  35.61		 96.19   	 396.74		
 33.98   	  30.52		 97.78   	 371.31		
 34.10   	  25.43		 99.27   	 345.88		
 34.20   	  20.35		100.65   	 325.53		
 34.28   	  10.17		101.95   	 295.01		
 34.32   	  10.17		103.13   	 274.67		
 34.36(S)	   0.00		104.23   	 264.50		
 34.36   	 -10.17		105.29   	 233.98		
 34.32   	 -10.17		106.23   	 188.20		
 34.28   	 -25.43		106.98   	 152.59		
 34.18   	 -30.52		107.59   	 127.16		
 34.06   	 -40.69		108.10   	 111.90		
