WITTCASE NUMBER: HA003273
SAMPLE NUMBER:   25
TIME RESOLUTION: 4 ms/sample
mmHg RESOLUTION: 0.0203458 mmHg/unit
DATA UNITS:      mmHg, mmHg/sec

------------------------- Begin Data -------------------------
  RV     	  RV'		  AO     	  AO'		
 11.39   	 152.59		 55.73   	 -25.43		
 12.00   	 178.03		 55.63   	 -25.43		
 12.72   	 188.20		 55.52   	 -25.43		
 13.47   	 208.54		 55.42   	 -30.52		
 14.30   	 295.01		 55.30   	 -25.43		
 15.48   	 422.18		 55.20   	 -30.52		
 17.17   	 528.99		 55.08   	 -25.43		
 19.29   	 595.11		 54.97   	 -25.43		
 21.67   	 630.72		 54.87   	 -25.43		
 24.19   	 640.89		 54.77   	 -20.35		
 26.75   	 645.98		 54.69   	 -20.35		
 29.34   	 666.32		 54.61   	 -20.35		
 32.00   	 686.67		 54.53   	 -15.26		
 34.75   	 691.76		 54.47   	 -25.43		
 37.52   	 676.50		 54.36   	 -20.35		
 40.22   	 635.81		 54.28   	 -25.43		
 42.77   	 584.94		 54.18   	 -25.43		
 45.11   	 539.16		 54.08   	 -25.43		
 47.26   	 488.30		 53.98   	 -20.35		
 49.22   	 432.35		 53.90   	 -20.35		
 50.95   	 371.31		 53.81   	 -20.35		
 52.43   	 305.19		 53.73   	 -20.35		
 53.65   	 239.06		 53.65   	 -15.26		
 54.61   	 188.20		 53.59   	 -20.35		
 55.36   	 147.51		 53.51   	 -15.26		
 55.95   	 106.82		 53.45   	 -20.35		
 56.38   	  76.30		 53.37   	 -20.35		
 56.68   	  40.69		 53.29   	 -15.26		
 56.85   	  25.43		 53.22   	 -20.35		
 56.95   	  15.26		 53.14   	 -25.43		
 57.01   	   5.09		 53.04   	 -25.43		
 57.03   	   5.09		 52.94   	 -30.52		
 57.05   	   0.00		 52.82   	 -25.43		
 57.05   	   5.09		 52.72   	 -30.52		
 57.07   	  10.17		 52.59   	 -30.52		
 57.11   	  20.35		 52.47   	 -30.52		
 57.19   	  30.52		 52.35   	 -25.43		
 57.31   	  45.78		 52.25   	 -20.35		
 57.50   	  55.95		 52.17   	  -5.09		
 57.72   	  76.30		 52.15   	   5.09		
 58.03   	  81.38		 52.17   	  30.52		
 58.35   	  96.64		 52.29   	  61.04		
 58.74   	  96.64		 52.53   	 127.16		
 59.12   	 101.73		 53.04   	 218.72		
 59.53   	 111.90		 53.92   	 330.62		
 59.98   	 111.90		 55.24   	 427.26		
 60.43   	 116.99		 56.95   	 508.65		
 60.89   	 111.90		 58.98   	 554.42		
 61.34   	 111.90		 61.20   	 564.60		
 61.79   	 122.07		 63.46   	 528.99		
 62.28   	 127.16		 65.57   	 473.04		
 62.79   	 137.33		 67.47   	 386.57		
 63.34   	 132.25		 69.01   	 295.01		
 63.87   	 137.33		 70.19   	 218.72		
 64.41   	 127.16		 71.07   	 142.42		
 64.92   	 122.07		 71.64   	  96.64		
 65.41   	 122.07		 72.02   	  66.12		
 65.90   	 111.90		 72.29   	  61.04		
 66.35   	 116.99		 72.53   	  76.30		
 66.82   	 101.73		 72.84   	 106.82		
 67.22   	 101.73		 73.27   	 137.33		
 67.63   	  86.47		 73.81   	 178.03		
 67.98   	  71.21		 74.53   	 208.54		
 68.26   	  66.12		 75.36   	 239.06		
 68.52   	  55.95		 76.32   	 264.50		
 68.75   	  50.86		 77.38   	 284.84		
 68.95   	  35.61		 78.51   	 295.01		
 69.09   	  30.52		 79.69   	 305.19		
 69.22   	  15.26		 80.92   	 305.19		
 69.28   	  10.17		 82.14   	 300.10		
 69.32(S)	  -5.09		 83.34   	 295.01		
 69.30   	 -10.17		 84.52   	 279.75		
 69.26   	 -25.43		 85.64   	 254.32		
 69.16   	 -30.52		 86.65   	 228.89		
 69.03   	 -45.78		 87.57   	 203.46		
 68.85   	 -50.86		 88.38   	 183.11		
 68.65   	 -61.04		 89.11   	 142.42		
 68.40   	 -71.21		 89.68   	 116.99		
 68.12   	 -81.38		 90.15   	 132.25		
 67.79   	 -96.64		 90.68   	 162.77		
 67.41   	-106.82		 91.33   	 178.03		
 66.98   	-127.16		 92.04   	 167.85		
 66.47   	-142.42		 92.72   	 147.51		
 65.90   	-172.94		 93.31   	 132.25		
 65.21   	-203.46		 93.83   	 122.07		
 64.39   	-239.06		 94.32   	 106.82		
 63.44   	-279.75		 94.75   	  61.04		
 62.32   	-345.88		 94.99   	  15.26		
 60.94   	-396.74		 95.06   	   5.09		
 59.35   	-417.09		 95.08   	   5.09		
 57.68   	-432.35		 95.10(S)	  -5.09		
 55.95   	-462.87		 95.08   	 -10.17		
 54.10   	-498.47		 95.04   	 -10.17		
 52.11   	-549.34		 94.99   	 -20.35		
 49.91   	-610.37		 94.91   	 -35.61		
 47.47   	-661.24		 94.77   	 -40.69		
 44.82   	-676.50		 94.61   	 -66.12		
 42.12   	-676.50		 94.34   	 -86.47		
 39.41   	-666.32		 94.00   	-116.99		
 36.74   	-656.15		 93.53   	-127.16		
 34.12   	-656.15		 93.02   	-127.16		
 31.50   	-645.98		 92.51   	-132.25		
 28.91   	-620.55		 91.98   	-152.59		
 26.43   	-584.94		 91.37   	-157.68		
 24.09   	-544.25		 90.74   	-162.77		
 21.91   	-508.65		 90.09   	-172.94		
